,iso_code,date,new_cases,new_deaths,last_week_cases,last_week_deaths,cases_roc,deaths_roc,week_number,pop,gdp,gdp_per_capita,health_per_capita,hospital_bed_per_1k,lifeexp,health_per_capita_log
30,AFG,2020-08-25,471.0,22.0,330.0,31.0,42.72727272727273,-29.032258064516128,35,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
31,AFG,2020-09-01,126.0,9.0,471.0,22.0,-73.2484076433121,-59.09090909090909,36,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
32,AFG,2020-09-08,324.0,12.0,126.0,9.0,157.14285714285714,33.333333333333336,37,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
33,AFG,2020-09-15,295.0,8.0,324.0,12.0,-8.950617283950617,-33.333333333333336,38,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
34,AFG,2020-09-22,281.0,19.0,295.0,8.0,-4.745762711864407,137.5,39,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
35,AFG,2020-09-29,158.0,13.0,281.0,19.0,-43.77224199288256,-31.57894736842105,40,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
36,AFG,2020-10-06,232.0,9.0,158.0,13.0,46.835443037974684,-30.76923076923077,41,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
37,AFG,2020-10-13,442.0,13.0,232.0,9.0,90.51724137931035,44.44444444444444,42,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
38,AFG,2020-10-20,429.0,19.0,442.0,13.0,-2.9411764705882355,46.15384615384615,43,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
39,AFG,2020-10-27,675.0,24.0,429.0,19.0,57.34265734265734,26.31578947368421,44,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
40,AFG,2020-11-03,696.0,21.0,675.0,24.0,3.111111111111111,-12.5,45,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
41,AFG,2020-11-10,735.0,33.0,696.0,21.0,5.603448275862069,57.142857142857146,46,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
42,AFG,2020-11-17,1165.0,61.0,735.0,33.0,58.50340136054422,84.84848484848484,47,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
43,AFG,2020-11-24,1652.0,74.0,1165.0,61.0,41.802575107296136,21.311475409836067,48,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
44,AFG,2020-12-01,1218.0,62.0,1652.0,74.0,-26.271186440677965,-16.216216216216218,49,38041754.0,21739593381.8903,571.466641151464,67.12265014648439,0.5,64.486,4.221309759125887
45,AGO,2020-01-28,0.0,0.0,0.0,0.0,,,5,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
46,AGO,2020-02-04,0.0,0.0,0.0,0.0,,,6,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
47,AGO,2020-02-11,0.0,0.0,0.0,0.0,,,7,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
48,AGO,2020-02-18,0.0,0.0,0.0,0.0,,,8,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
49,AGO,2020-02-25,0.0,0.0,0.0,0.0,,,9,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
50,AGO,2020-03-03,0.0,0.0,0.0,0.0,,,10,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
51,AGO,2020-03-10,0.0,0.0,0.0,0.0,,,11,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
52,AGO,2020-03-17,0.0,0.0,0.0,0.0,,,12,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
53,AGO,2020-03-24,3.0,0.0,0.0,0.0,,,13,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
54,AGO,2020-03-31,4.0,2.0,3.0,0.0,33.333333333333336,,14,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
55,AGO,2020-04-07,10.0,0.0,4.0,2.0,150.0,-100.0,15,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
56,AGO,2020-04-14,2.0,0.0,10.0,0.0,-80.0,,16,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
57,AGO,2020-04-21,5.0,0.0,2.0,0.0,150.0,,17,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
58,AGO,2020-04-28,3.0,0.0,5.0,0.0,-40.0,,18,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
59,AGO,2020-05-05,9.0,0.0,3.0,0.0,200.0,,19,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
60,AGO,2020-05-12,9.0,0.0,9.0,0.0,0.0,,20,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
61,AGO,2020-05-19,7.0,1.0,9.0,0.0,-22.22222222222222,,21,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
62,AGO,2020-05-26,18.0,1.0,7.0,1.0,157.14285714285714,0.0,22,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
63,AGO,2020-06-02,16.0,0.0,18.0,1.0,-11.11111111111111,-100.0,23,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
64,AGO,2020-06-09,10.0,0.0,16.0,0.0,-37.5,,24,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
65,AGO,2020-06-16,52.0,2.0,10.0,0.0,420.0,,25,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
66,AGO,2020-06-23,41.0,4.0,52.0,2.0,-21.153846153846153,100.0,26,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
67,AGO,2020-06-30,95.0,3.0,41.0,4.0,131.70731707317074,-25.0,27,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
68,AGO,2020-07-07,102.0,8.0,95.0,3.0,7.368421052631579,166.66666666666666,28,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
69,AGO,2020-07-14,155.0,5.0,102.0,8.0,51.96078431372549,-37.5,29,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
70,AGO,2020-07-21,238.0,4.0,155.0,5.0,53.54838709677419,-20.0,30,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
71,AGO,2020-07-28,221.0,17.0,238.0,4.0,-7.142857142857143,325.0,31,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
72,AGO,2020-08-04,344.0,12.0,221.0,17.0,55.65610859728507,-29.41176470588235,32,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
73,AGO,2020-08-11,391.0,21.0,344.0,12.0,13.662790697674419,75.0,33,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
74,AGO,2020-08-18,231.0,10.0,391.0,21.0,-40.92071611253197,-52.38095238095238,34,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
75,AGO,2020-08-25,317.0,12.0,231.0,10.0,37.22943722943723,20.0,35,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
76,AGO,2020-09-01,446.0,7.0,317.0,12.0,40.694006309148264,-41.666666666666664,36,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
77,AGO,2020-09-08,304.0,15.0,446.0,7.0,-31.838565022421523,114.28571428571429,37,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
78,AGO,2020-09-15,536.0,15.0,304.0,15.0,76.3157894736842,0.0,38,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
79,AGO,2020-09-22,667.0,16.0,536.0,15.0,24.440298507462686,6.666666666666667,39,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
80,AGO,2020-09-29,669.0,24.0,667.0,16.0,0.29985007496251875,50.0,40,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
81,AGO,2020-10-06,820.0,32.0,669.0,24.0,22.57100149476831,33.333333333333336,41,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
82,AGO,2020-10-13,955.0,11.0,820.0,32.0,16.463414634146343,-65.625,42,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
83,AGO,2020-10-20,1369.0,29.0,955.0,11.0,43.35078534031414,163.63636363636363,43,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
84,AGO,2020-10-27,1822.0,20.0,1369.0,29.0,33.089846603360115,-31.03448275862069,44,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
85,AGO,2020-11-03,1706.0,20.0,1822.0,20.0,-6.366630076838639,0.0,45,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
86,AGO,2020-11-10,1239.0,17.0,1706.0,20.0,-27.373974208675264,-15.0,46,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
87,AGO,2020-11-17,1002.0,20.0,1239.0,17.0,-19.128329297820823,17.647058823529413,47,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
88,AGO,2020-11-24,924.0,10.0,1002.0,20.0,-7.7844311377245505,-50.0,48,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
89,AGO,2020-12-01,397.0,10.0,924.0,10.0,-57.03463203463203,0.0,49,31825295.0,98769677172.4472,3103.4960452824394,114.45964050293001,0.8,60.782,4.74892103602089
90,ALB,2020-01-28,0.0,0.0,0.0,0.0,,,5,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
91,ALB,2020-02-04,0.0,0.0,0.0,0.0,,,6,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
92,ALB,2020-02-11,0.0,0.0,0.0,0.0,,,7,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
93,ALB,2020-02-18,0.0,0.0,0.0,0.0,,,8,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
94,ALB,2020-02-25,0.0,0.0,0.0,0.0,,,9,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
95,ALB,2020-03-03,0.0,0.0,0.0,0.0,,,10,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
96,ALB,2020-03-10,10.0,0.0,0.0,0.0,,,11,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
97,ALB,2020-03-17,45.0,1.0,10.0,0.0,350.0,,12,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
98,ALB,2020-03-24,68.0,4.0,45.0,1.0,51.111111111111114,300.0,13,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
99,ALB,2020-03-31,120.0,10.0,68.0,4.0,76.47058823529412,150.0,14,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
100,ALB,2020-04-07,140.0,7.0,120.0,10.0,16.666666666666668,-30.0,15,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
101,ALB,2020-04-14,92.0,2.0,140.0,7.0,-34.285714285714285,-71.42857142857143,16,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
102,ALB,2020-04-21,134.0,2.0,92.0,2.0,45.65217391304348,0.0,17,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
103,ALB,2020-04-28,141.0,4.0,134.0,2.0,5.223880597014926,100.0,18,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
104,ALB,2020-05-05,70.0,1.0,141.0,4.0,-50.354609929078016,-75.0,19,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
105,ALB,2020-05-12,56.0,0.0,70.0,1.0,-20.0,-100.0,20,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
106,ALB,2020-05-19,73.0,0.0,56.0,0.0,30.357142857142858,,21,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
107,ALB,2020-05-26,80.0,2.0,73.0,0.0,9.58904109589041,,22,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
108,ALB,2020-06-02,135.0,0.0,80.0,2.0,68.75,-100.0,23,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
109,ALB,2020-06-09,135.0,1.0,135.0,0.0,0.0,,24,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
110,ALB,2020-06-16,373.0,3.0,135.0,1.0,176.2962962962963,200.0,25,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
111,ALB,2020-06-23,375.0,8.0,373.0,3.0,0.5361930294906166,166.66666666666666,26,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
112,ALB,2020-06-30,488.0,17.0,375.0,8.0,30.133333333333333,112.5,27,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
113,ALB,2020-07-07,503.0,19.0,488.0,17.0,3.0737704918032787,11.764705882352942,28,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
114,ALB,2020-07-14,629.0,16.0,503.0,19.0,25.049701789264414,-15.789473684210526,29,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
115,ALB,2020-07-21,623.0,20.0,629.0,16.0,-0.9538950715421304,25.0,30,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
116,ALB,2020-07-28,707.0,31.0,623.0,20.0,13.48314606741573,55.0,31,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
117,ALB,2020-08-04,753.0,28.0,707.0,31.0,6.506364922206506,-9.67741935483871,32,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
118,ALB,2020-08-11,926.0,29.0,753.0,28.0,22.97476759628154,3.5714285714285716,33,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
119,ALB,2020-08-18,978.0,27.0,926.0,29.0,5.615550755939525,-6.896551724137931,34,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
120,ALB,2020-08-25,1105.0,27.0,978.0,27.0,12.985685071574641,0.0,35,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
121,ALB,2020-09-01,847.0,31.0,1105.0,27.0,-23.34841628959276,14.814814814814815,36,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
122,ALB,2020-09-08,947.0,31.0,847.0,31.0,11.806375442739078,0.0,37,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
123,ALB,2020-09-15,1119.0,19.0,947.0,31.0,18.162618796198522,-38.70967741935484,38,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
124,ALB,2020-09-22,994.0,27.0,1119.0,19.0,-11.170688114387847,42.10526315789474,39,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
125,ALB,2020-09-29,852.0,17.0,994.0,27.0,-14.285714285714286,-37.03703703703704,40,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
126,ALB,2020-10-06,1050.0,19.0,852.0,17.0,23.239436619718308,11.764705882352942,41,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
127,ALB,2020-10-13,1184.0,26.0,1050.0,19.0,12.761904761904763,36.8421052631579,42,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
128,ALB,2020-10-20,1899.0,29.0,1184.0,26.0,60.388513513513516,11.538461538461538,43,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
129,ALB,2020-10-27,2078.0,29.0,1899.0,29.0,9.426013691416536,0.0,44,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
130,ALB,2020-11-03,2175.0,45.0,2078.0,29.0,4.667949951876805,55.172413793103445,45,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
131,ALB,2020-11-10,3390.0,47.0,2175.0,45.0,55.86206896551724,4.444444444444445,46,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
132,ALB,2020-11-17,3832.0,58.0,3390.0,47.0,13.03834808259587,23.404255319148938,47,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
133,ALB,2020-11-24,5174.0,98.0,3832.0,58.0,35.020876826722336,68.96551724137932,48,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
134,ALB,2020-12-01,3882.0,75.0,5174.0,98.0,-24.971008890606882,-23.46938775510204,49,2854191.0,14868516510.53,5209.36283189526,0.0,2.9,78.458,0.0
135,AND,2020-01-28,0.0,0.0,0.0,0.0,,,5,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
136,AND,2020-02-04,0.0,0.0,0.0,0.0,,,6,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
137,AND,2020-02-11,0.0,0.0,0.0,0.0,,,7,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
138,AND,2020-02-18,0.0,0.0,0.0,0.0,,,8,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
139,AND,2020-02-25,0.0,0.0,0.0,0.0,,,9,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
140,AND,2020-03-03,1.0,0.0,0.0,0.0,,,10,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
141,AND,2020-03-10,0.0,0.0,1.0,0.0,-100.0,,11,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
142,AND,2020-03-17,38.0,0.0,0.0,0.0,,,12,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
143,AND,2020-03-24,125.0,1.0,38.0,0.0,228.94736842105263,,13,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
144,AND,2020-03-31,212.0,11.0,125.0,1.0,69.6,1000.0,14,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
145,AND,2020-04-07,169.0,10.0,212.0,11.0,-20.28301886792453,-9.090909090909092,15,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
146,AND,2020-04-14,114.0,9.0,169.0,10.0,-32.544378698224854,-10.0,16,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
147,AND,2020-04-21,58.0,6.0,114.0,9.0,-49.12280701754386,-33.333333333333336,17,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
148,AND,2020-04-28,26.0,4.0,58.0,6.0,-55.172413793103445,-33.333333333333336,18,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
149,AND,2020-05-05,8.0,5.0,26.0,4.0,-69.23076923076923,25.0,19,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
150,AND,2020-05-12,7.0,2.0,8.0,5.0,-12.5,-60.0,20,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
151,AND,2020-05-19,3.0,3.0,7.0,2.0,-57.142857142857146,50.0,21,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
152,AND,2020-05-26,2.0,0.0,3.0,3.0,-33.333333333333336,-100.0,22,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
153,AND,2020-06-02,81.0,0.0,2.0,0.0,3950.0,,23,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
154,AND,2020-06-09,8.0,0.0,81.0,0.0,-90.12345679012346,,24,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
155,AND,2020-06-16,2.0,1.0,8.0,0.0,-75.0,,25,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
156,AND,2020-06-23,1.0,0.0,2.0,1.0,-50.0,-100.0,26,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
157,AND,2020-06-30,0.0,0.0,1.0,0.0,-100.0,,27,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
158,AND,2020-07-07,0.0,0.0,0.0,0.0,,,28,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
159,AND,2020-07-14,6.0,0.0,0.0,0.0,,,29,77142.0,3539838260.6390004,45887.30212645519,4040.78662109375,2.5,0.0,8.304442106143025
